	series	booktitle	year	title	abstract	authors	pdf1page	pdfarticle	abstract_prepro
333	Revue des Nouvelles Technologies de l'Information	EGC	2014	Fouille de motifs séquentiels pour l'élicitation de stratégies à partir de traces d'interactions entre agents en compétition	Pour atteindre un but, tout agent en compétition élabore inévitablementdes stratégies. Lorsque l'on dispose d'une certaine quantité de traces d'interactionsentre agents, il est naturel d'utiliser la fouille de motifs séquentielspour découvrir de manière automatique ces stratégies. Dans cet article, nous proposonsune méthodologie qui permet l'élicitation de stratégies et leur capacité àdiscriminer une réussite ou un échec. La méthodologie s'articule en trois étapes :(i) les traces brutes sont transformées en une base de séquences selon des choixqui permettent, (ii) l'extraction de stratégies fréquentes, (iii) lesquelles sont muniesd'une mesure originale d'émergence. C'est donc une méthodologie de découvertede connaissances que nous proposons. Nous montrons l'intérêt des motifsextraits et la faisabilité de l'approche à travers des expérimentations quantitativeset qualitatives sur des données réelles issues du domaine émergent dusport électronique.	Guillaume Bosc, Mehdi Kaytoue-Uberall, Chedy Raïssi, Jean-François Boulicaut	http://editions-rnti.fr/render_pdf.php?p1&p=1001948	http://editions-rnti.fr/render_pdf.php?p=1001948	Pour atteindre boire agent compétition élaborer inévitablementd stratégie Lorsque lon disposer dune quantité trace dinteractionsentre agent dutiliser fouiller motif séquentielspour découvrir manière automatique stratégier Dans article proposonsune méthodologie permettre lélicitation stratégie capacité àdiscriminer réussite échec méthodologie sarticul étape ie trace brut transformer baser séquence choixqui permettre ii lextraction stratégie fréquent iii muniesdune mesurer original démergence cest méthodologie découvertede connaissance proposer montrer lintérêt motifsextrait faisabilité lapproche travers expérimentation quantitativeset qualitatif donnée réel issu domaine émerger dusport électronique
334	Revue des Nouvelles Technologies de l'Information	EGC	2014	Généralisation des k-moyennes pour produire des recouvrements ajustables	La recherche de groupes non-disjoints à partir de données non-étiquetéesest une problématique importante en classification non-supervisée. Laclassification recouvrante (Overlapping clustering) contribue à la résolution deplusieurs problèmes réels qui nécessitent la détermination de groupes qui se chevauchent.Cependant, bien que les recouvrements entre groupes soient tolérésvoire encouragés dans ces applications, il convient de contrôler leur importance.Nous proposons dans ce papier des généralisations de k-moyennes offrant lecontrôle et le paramétrage des recouvrements. Deux principes de régulation sontmis en place, ils visent à contrôler les recouvrements relativement à leur tailleet à la dispersion des classes. Les expérimentations réalisées sur des jeux dedonnées réelles, montrent l'intérêt des principes proposés.	Chiheb-Eddine Ben N’Cir, Guillaume Cleuziou, Nadia Essoussi	http://editions-rnti.fr/render_pdf.php?p1&p=1001932	http://editions-rnti.fr/render_pdf.php?p=1001932	rechercher groupe nondisjoint partir donnée nonétiquetéesest problématique important classification nonsupervisé laclassification recouvrant Overlapping clustering contribuer résolution deplusieur problème réel nécessiter détermination groupe chevauchentcepender recouvrement entrer groupe tolérésvoir encourager dan application convier chuter importancenou proposer dan papier généralisation kmoyenne offrir lecontrôle paramétrage recouvrement Deux principe régulation sontmis placer viser chuter recouvrement tailleet dispersion classe expérimentation réaliser jeu dedonner réel montrer lintérêt principe proposer
335	Revue des Nouvelles Technologies de l'Information	EGC	2014	Génération d'un extrait textuel à partir de bases de données	Dans ce papier, nous présentons une approche dédiée à la transformationd'une base de données en un extrait textuel. L'idée sous-jacente à notreproposition est d'apporter plus de sémantique aux données de la base. Cet objectifest atteint moyennant l'utilisation des ontologies comme ressources sémantiques.Notre approche prend comme input un ensemble de bases de donnéeset associe à chacune une ontologie. Une ontologie globale est générée, à partirde laquelle des règles d'association sont proposées pour mieux expliciter sasémantique. Enfin, la génération d'un extrait textuel prend lieu.	Ghada Landoulsi, Khaoula Mahmoudi, Sami Faiz	http://editions-rnti.fr/render_pdf.php?p1&p=1001971	http://editions-rnti.fr/render_pdf.php?p=1001971	Dans papier présenter approcher dédier transformationdune baser donnée extraire textuel lidée sousjacent notreproposition dapporter plaire sémantique donnée baser objectifest atteindre moyenner lutilisation ontologie ressourcer sémantiquesnotre approcher prendre input ensemble base donnéeset associer ontologie ontologie global générer partirde règle dassociation proposer mieux expliciter sasémantique Enfin génération dun extraire textuel prendre lieu
336	Revue des Nouvelles Technologies de l'Information	EGC	2014	Granularité des motifs de co-variations dans des graphes attribués dynamiques	Découvrir des connaissances dans des graphes qui sont dynamiqueset dont les sommets sont attribués est de plus en plus étudié, par exemple dansle contexte de l'analyse d'interactions sociales. Il est souvent possible d'expliciterdes hiérarchies sur les attributs permettant de formaliser des connaissancesa priori sur les descriptions des sommets. Nous proposons d'étendre destechniques de fouille sous contraintes récemment proposées pour l'analyse degraphes attribués dynamiques lorsque l'on exploite de telles hiérarchies et doncle potentiel de généralisation/spécialisation qu'elles permettent. Nous décrivonsun algorithme qui calcule des motifs de co-évolution multi-niveaux, c'est-à-diredes ensembles de sommets qui satisfont une contrainte topologique et qui évoluentde la même façon selon un ensemble de tendances et de pas de temps. Nosexpérimentations montrent que l'utilisation d'une hiérarchie permet d'extrairedes collections de motifs plus concises sans perdre d'information.	Elise Desmier, Marc Plantevit, Jean-François Boulicaut	http://editions-rnti.fr/render_pdf.php?p1&p=1001955	http://editions-rnti.fr/render_pdf.php?p=1001955	découvrir connaissance dan graphe dynamiqueset sommet attribuer plaire plaire étudier exemple dansl contexte lanalyse dinteraction social dexpliciterdes hiérarchie attribut permettre formaliser connaissancesa priori description sommet proposer détendre destechniqu fouiller sou contraindre récemment proposer lanalyse degraphes attribué dynamique lon exploiter hiérarchie doncle potentiel généralisationspécialisation quell permettre décrivonsun algorithme calculer motif coévolution multiniveaux cestàdirede ensembl sommet satisfaire contraint topologique évoluentde ensemble tendance temps nosexpérimentation montrer lutilisation dune hiérarchie permettre dextrairedes collection motif plaire concis perdre dinformation
337	Revue des Nouvelles Technologies de l'Information	EGC	2014	Identification de classes non-disjointes ayants des densités différentes	La classification recouvrante correspond à un enjeu important en classificationnon-supervisée en permettant à une observation d'appartenir à plusieursclusters. Plusieurs méthodes ont été proposées pour faire face à cetteproblématique en utilisant plusieurs approches usuelles de classification. Cependant,malgré l'efficacité de ces méthodes à déterminer des groupes non-disjoints,elles échouent lorsque les données comportent des groupes de densités différentescar elles ignorent la densité locale de chaque groupe et ne considèrentque la distance Euclidienne entres les observations. Afin de détecter des groupesnon-disjoints de densités différentes, nous proposons deux méthodes de classificationintégrant la variation de densité des différentes classes dans le processusde classification. Des expériences réalisées sur des ensembles de données artificiellesmontrent que les méthodes proposées permettent d'obtenir de meilleuresperformances lorsque les données contiennent des groupes de densités différentes.	Hela Masmoudi, Chiheb-Eddine Ben N&#146;Cir, Nadia Essoussi	http://editions-rnti.fr/render_pdf.php?p1&p=1001936	http://editions-rnti.fr/render_pdf.php?p=1001936	classification recouvrant correspondre enjeu importer classificationnonsuperviser permettre observation dappartenir plusieurscluster méthode proposer faire face cetteproblématique utiliser approche usuel classification Cependantmalgré lefficacité méthode déterminer groupe nondisjointsell échouer donnée comporter groupe densité différentescar ignorer densité local grouper considèrentque distancer Euclidienne entr observation Afin détecter groupesnondisjoint densité proposer méthode classificationintégrer variation densité classe dan processusde classification expérience réaliser ensemble donnée artificiellesmontrent méthode proposer permettre dobtenir meilleuresperformance donnée contenir groupe densité
338	Revue des Nouvelles Technologies de l'Information	EGC	2014	Identification de rôles communautaires dans des réseaux orientés appliquée à Twitter	La notion de structure de communautés est particulièrement utile pourétudier les réseaux complexes, car elle amène un niveau d'analyse intermédiaire,par opposition aux plus classiques niveaux local (voisinage des noeuds) et global(réseau entier). Le concept de rôle communautaire permet de décrire le positionnementd'un noeud en fonction de sa connectivité communautaire. Cependant,les approches existantes sont restreintes aux réseaux non-orientés, utilisentdes mesures topologiques ne considérant pas tous les aspects de la connectivitécommunautaire, et des méthodes d'identification des rôles non-généralisables àtous les réseaux. Nous proposons de résoudre ces problèmes en généralisant lesmesures existantes, et en utilisant une méthode non-supervisée pour déterminerles rôles. Nous illustrons l'intérêt de notre méthode en l'appliquant au réseaude Twitter. Nous montrons que nos modifications mettent en évidence les rôlesspécifiques d'utilisateurs particuliers du réseau, nommés capitalistes sociaux.	Nicolas Dugué, Vincent Labatut, Anthony Perez	http://editions-rnti.fr/render_pdf.php?p1&p=1001921	http://editions-rnti.fr/render_pdf.php?p=1001921	notion structurer communauter utile pourétudier réseau complexe amener niveau danalyse intermédiairepar opposition plaire classique niveau local voisinage noeud globalréseau entier concept rôle communautaire permettre décrir positionnementdun noeud fonction connectivité communautaire cependantle approche existant restreindre réseau nonorienté utilisentd mesure topologique considérer tou aspect connectivitécommunautaire méthode didentification rôle nongénéralisabl àtous réseau proposer résoudre problème généraliser lesmesure existant utiliser méthode nonsuperviser déterminerl rôle illustrer lintérêt méthode lappliquer réseaude Twitter montrer modification mettre évidence rôlesspécifiqu dutilisateur réseau nommer capitaliste social
339	Revue des Nouvelles Technologies de l'Information	EGC	2014	Incremental learning with latent factor models for attribute prediction in social-attribute networks	Dans ce travail, nous nous intéressons au problème de la prédiction d'attributs sur lesnoeuds dans un réseau social. La plupart des techniques sont hors ligne et ne sont pas adaptéesà des situations où les données arrivent massivement en flux comme dans le cas des médiassociaux. Dans ce travail, nous utilisons les modèles de variables latentes pour prédire les attributsinconnus des noeuds dans un réseau social et proposer une méthode pour mettre à jourincrémentalement le modèle avec des nouvelles données. Des expérimentations sur un jeu dedonnées issues des médias sociaux montrent que notre méthode est moins coûteuse en tempsde calcul et peut garantir des performances acceptables en comparaison avec les techniquesnon-incrémentales de l'état de l'art.	Duc Kinh Le Tran, Cécile Bothorel, Pascal Cheung Mon Chan	http://editions-rnti.fr/render_pdf.php?p1&p=1001916	http://editions-rnti.fr/render_pdf.php?p=1001916	Dans travail intéresser problème prédiction dattributs lesnoeuds dan réseau social technique ligne adaptéesà situation donnée arriver massivement flux dan cas médiassociaux Dans travail utiliser modèle variable latent prédire attributsinconnu noeud dan réseau social proposer méthode mettre jourincrémentalement modeler donnée expérimentation jeu dedonné issu média social montrer méthode coûteux tempsde calcul pouvoir garantir performance acceptable comparaison techniquesnonincrémentale létat lart
340	Revue des Nouvelles Technologies de l'Information	EGC	2014	Intégration de plusieurs formes de représentations spatiales dans un modèle de simulation	In this paper, we focus on modeling expert knowledge for simulating complex landscapespatial dynamics. One modeling tool to do that is the Ocelet modeling language that usesinteraction graphs to describe spatial dynamics. Most present approaches impose an a priorichoice of spatial format between: (i) a vector format representing the shapes of the entities, or(ii) a gridding of space into regular elements (raster). In this paper we show how Ocelet wasextended to support the interaction semantics between these two spatial formats (vector andraster). As case study, we present a runoff model in a tropical insular environment.	Mathieu Castets, Pascal Degenne, Danny Lo Seen, Pascal Poncelet	http://editions-rnti.fr/render_pdf.php?p1&p=1001988	http://editions-rnti.fr/render_pdf.php?p=1001988	in this paper we focus modeling expert knowledge for simulating complex landscapespatial dynamic one modeling tool to do that is the Ocelet modeling language that usesinteraction graph to describe spatial dynamic Most present approaches impos an priorichoice of spatial format between ie vector format representing the shape of the entitier orii gridding of space into regular elements raster In this paper we show how ocelet wasextended to support the interaction semantic between these two spatial format vector andraster caser study we preser runoff model in tropical insular environmer
341	Revue des Nouvelles Technologies de l'Information	EGC	2014	Intégration et visualisation de données liées thématiques sur un référentiel géographique	De nombreuses ressources publiées sur le Web des données sont décritespar une composante qui désigne d'une manière directe ou indirecte unelocalisation géographique. Comme toute autre propriété, cette information delocalisation peut être mise à profit pour permettre l'interconnexion des donnéesavec d'autres sources. Elle permet en outre leur représentation cartographique.Cependant, les informations de localisation utilisées dans les sources de donnéeslinked data peuvent parfois s'avérer imprécises ou hétérogènes d'une source àl'autre. Ceci rend donc leur exploitation pour réaliser une interconnexion difficile,voire impossible. Dans cet article, nous proposons de pallier ces difficultésen ancrant les données linked data thématiques aux objets d'un référentielgéographique. Nous mettons à profit le référentiel géographique afin de mettreen correspondance des données thématiques dotées d'indications de localisationhétérogènes. Nous exploitons enfin les relations de correspondance créées entredonnées thématiques et référentiel géographique dans une application de visualisationcartographique des données.	Abdelfettah Feliachi, Nathalie Abadie, Fayçal Hamdi	http://editions-rnti.fr/render_pdf.php?p1&p=1001912	http://editions-rnti.fr/render_pdf.php?p=1001912	ressource publier web donnée décritespar composant désigner dune manière direct indirect unelocalisation géographique Comme propriété information delocalisation pouvoir mettre profit permettre linterconnexion donnéesavec dautr source permettre outrer représentation cartographiquecepender information localisation utiliser dan source donnéeslinked dater pouvoir savérer imprécise hétérogène dune source àlautre exploitation réaliser interconnexion difficilevoir impossible Dans article proposer pallier difficultésen ancrer donnée linked dater thématique objet dun référentielgéographiqu mettre profit référentiel géographique mettreen correspondance donnée thématique doter dindication localisationhétérogène exploiter relation correspondance créer entredonner thématique référentiel géographique dan application visualisationcartographique donnée
342	Revue des Nouvelles Technologies de l'Information	EGC	2014	Investigation visuelle d'événements dans un grand flot de liens	Nous présentons une nouvelle méthode d'analyse exploratoirede grands flots de liens que nous appliquons à la détection d'événementssignificatifs dans plus de 2 millions d'interactions (pendant 4 mois) entreutilisateurs du réseau social en ligne Github. Nous combinons une méthodestatistique de détection automatique d'événements dans une série temporelle,Outskewer, avec un système de visualisation de graphes. Outskewer identifiedes instants de l'évolution du graphe d'interactions méritant d'être étudiés, etun analyste peut valider et interpréter ces événements par la visualisation demotifs anormaux dans les sous-graphes correspondants. Nous montrons par demultiples exemples que cette approche 1) permet de détecter des événementspertinents et de rejeter ceux qui ne le sont pas, 2) est adaptée à une démarcheexploratoire car elle ne nécessite pas de connaissance a priori sur les données.	Sébastien Heymann, Bénédicte Le Grand	http://editions-rnti.fr/render_pdf.php?p1&p=1001918	http://editions-rnti.fr/render_pdf.php?p=1001918	présenter méthode danalyse exploratoired grand flot lien appliquer détection dévénementssignificatif dan plaire 2 million dinteraction pendre 4 mois entreutilisateur réseau social ligne Github combiner méthodestatistique détection automatique dévénement dan série temporelleoutskewer système visualisation graphe Outskewer identifieder instant lévolution graph dinteraction mériter dêtre étudier etun analyst pouvoir valider interpréter événement visualisation demotifs anormal dan sousgraphe correspondant montrer demultipl exemple approcher 1 permettre détecter événementspertinent rejeter 2 adapter démarcheexploratoire nécessiter connaissance priori donnée
343	Revue des Nouvelles Technologies de l'Information	EGC	2014	L'utilisation des entités nommées pour l'expansion sémantique des requêtes Web	Les entités nommées sont des éléments intéressants pour les applicationsfondées sur le Traitement du Langage Naturel. Dans le cas de la recherched'information, les entités nommées sont largement employées par les utilisateursdu web dans les requêtes de recherche, soit pour définir un concept debase, soit pour décrire un autre concept dans la requête. Du côté du modèlede recherche, les entités nommées sont des éléments riches en information quiaident à mieux cibler les documents pertinents. Dans cet article, nous étudionsl'avantage d'étendre les entités nommées dans la requête. L'idée est d'utiliserune technique d'expansion sémantique sur une ontologie générale (Yago) pourdésambiguïser les entités nommées et pour trouver leurs différentes appellationsque l'on intègre dans la requête en utilisant 3 approches : sac de mots, dépendanceséquentielle, et concept clé. Nous mesurons l'efficacité de ces expériencesen termes de précision et rappel, et nous étudions l'effet du rôle des entités nomméessur l'expansion. Nous concluons que l'expansion des entités nommées estune méthode simple qui améliore significativement la qualité de la recherchequand elle est comparée à un modèle de référence sans expansion. De plus, cetteméthode est assez compétitive par rapport à l'approche pseudo retour de pertinencesouvent utilisée pour l'expansion de la requête.	Bissan Audeh, Philippe Beaune, Michel Beigbeder	http://editions-rnti.fr/render_pdf.php?p1&p=1001910	http://editions-rnti.fr/render_pdf.php?p=1001910	entité nommer élément intéressant applicationsfondée traitement langage Dans cas recherchedinformation entité nommé largement employer utilisateursdu web dan requête rechercher définir concept debase décrire concept dan requête côté modèlede rechercher entité nommé élément richer information quiaident mieux cibler document pertinent Dans article étudionslavantage détendre entité nommer dan requête Lidée dutiliserune technique dexpansion sémantique ontologie général Yago pourdésambiguïser entité nommer trouver appellationsqu lon intègre dan requête utiliser 3 approche   sac dépendanceséquentiell concept clé mesuron lefficacité expériencesen terme précision rappel étudier leffet rôle entité nomméessur lexpansion conclure lexpansion entité nommer estune méthode simple améliorer significativement qualité recherchequand comparer modeler référence expansion De plaire cetteméthod compétitif rapport lapproche pseudo pertinencesouvent utiliser lexpansion requête
344	Revue des Nouvelles Technologies de l'Information	EGC	2014	La subjectivité dans le discours médical : sur les traces de l'incertitude et des émotions	Les acteurs et usagers du domaine médical (médecins, infirmiers, patients,internes, pharmaciens, etc.) ne sont pas issus de la même catégorie socioprofessionnelleet ne présentent pas le même niveau de maîtrise du domaine.Leurs écrits en témoignent et véhiculent, de plus, la subjectivité qui leur estpropre. Nous nous intéressons à l'étude automatisée de la subjectivité dans lediscours médical dans des textes en langue française. Nous confrontons le discoursdes médecins (articles scientifiques, rapports cliniques) à celui des patients(messages de forums de santé) en analysant contrastivement les différencesd'emploi des descripteurs tels que les marqueurs d'incertitude et de polarité,les marques émotives non lexicales (smileys, ponctuations répétées, etc.)et lexicales, et les termes médicaux relatifs aux pathologies, traitements et procédures.Nous effectuons une annotation et catégorisation automatiques des documentsafin de mieux observer les spécificités que présentent les discours médicauxciblés.	Pierre Chauveau Thoumelin, Natalia Grabar	http://editions-rnti.fr/render_pdf.php?p1&p=1001958	http://editions-rnti.fr/render_pdf.php?p=1001958	acteur usager domaine médical médecin infirmier patientsinterner pharmacien issu catégorie socioprofessionnelleet présenter niveau maîtriser domaineleur écrit témoigner véhiculer plaire subjectivité estpropre intéresser létude automatisé subjectivité dan lediscour médical dan texte langue français confronter discoursd médecin articl scientifique rapport clinique patientsmessage forum santé analyser contrastivemer différencesdemploi descripteur marqueur dincertitude polaritél marqu émotif lexical smiley ponctuation répéter etcet lexical terme médical relatif pathologier traitement procéduresnous effectuer annotation catégorisation automatique documentsafin mieux observer spécificité présenter discours médicauxcibler
345	Revue des Nouvelles Technologies de l'Information	EGC	2014	Les nouvelles théories de l'incertain	La notion d'incertitude a été longtemps un sujet de controverses. En particulier la prééminencede la théorie des probabilités dans les sciences tend à gommer les différences présentesdans les premières tentatives de formalisation, remontant au 17ème siècle, entre l'incertitudedue à la variabilité des phénomènes répétables et l'incertitude due au manque d'information(dite épistémique). L'école Bayésienne affirme que quelle que soit l'origine de l'incertitude,celle-ci peut être modélisée par une distribution de probabilité unique. Cette affirmation a étébeaucoup remise en cause dans les trente dernières années. En effet l'emploi systématiqued'une distribution unique en cas d'information partielle mène à des utilisations paradoxales dela théorie des probabilités.Dans de nombreux domaines, il est crucial de distinguer entre l'incertitude due à la variabilitéd'observations et l'incertitude due à l'ignorance partielle. Cette dernière peut être réduitepar l'obtention de nouvelles informations, mais pas la première, dont on ne se prémunit quepar des actions concrètes. Dans le cas des bases de données, il est souvent supposé qu'ellessont précises, et l'incertitude correspondante est souvent négligée. Quant elle est abordée onreste souvent dans une approche probabiliste orthodoxe.Néanmoins, les statisticiens ont développé des outils qui ne relèvent pas de la théorie deKolmogorov pour pallier le manque de données (intervalles de confiance, principe de maximumde vraisemblance...).De nouvelles théories de l'incertain ont émergé, qui offrent la possibilité de représenter lesincertitudes épistémiques et aléatoires de façon distincte, notamment l'incertitude épistémique,en remplaçant la distribution de probabilité unique par une famille de distributions possibles,cette famille étant d'autant plus grande que l'information est absente. Cette représentationcomplexe possède des cas particuliers plus simples à utiliser en pratique, comme les ensemblesaléatoires (théorie des fonctions de croyance), les distributions de possibilité (représentant desensembles flous de valeurs possibles) et les p-boxes, notamment.Le but de cet exposé est de susciter l'intérêt pour ces nouvelles théories de l'incertain,d'en donner les bases formelles, d'en discuter la philosophie sous-jacente, de faire le lien aveccertaines notions en statistique, et de les illustrer sur des exemples.	Didier Dubois	http://editions-rnti.fr/render_pdf.php?p1&p=1001906	http://editions-rnti.fr/render_pdf.php?p=1001906	notion dincertitude controverse En prééminencede théorie probabilité dan science tendre gommer différence présentesdan tentativ formalisation remonter 17ème siècle entrer lincertitudedue variabilité phénomène répétable lincertitud manqu dinformationdite épistémique Lécole Bayésienne affirmer lorigine lincertitudecelleci pouvoir modéliser distribution probabilité affirmation étébeaucoup remiser causer dan année En lemploi systématiquedune distribution cas dinformation partiel mener utilisation paradoxal dela théorie probabilitésdan domaine crucial distinguer entrer lincertitud variabilitédobservation lincertitud lignorance partiel pouvoir réduitepar lobtention information prémunir quepar action concret Dans cas base donnée supposer quellessont précis lincertitud correspondant négliger aborder onrest dan approcher probabiliste orthodoxenéanmoin statisticien développer outil relever théorie dekolmogorov pallier manquer donnée intervall confiance principe maximumde vraisemblancede théorie lincertain émerger offrir possibilité représenter lesincertitude épistémique aléatoire distinct lincertitude épistémiqueen remplacer distribution probabilité famille distributer possiblescette famille dautant plaire grand linformation absent représentationcomplexe posséder cas plaire simple utiliser pratiquer ensemblesaléatoire théorie fonction croyance distribution possibilité représenter desensembl flou pboxe notammentl boire exposer susciter lintérêt théorie lincertainden donner base formel den discuter philosophie sousjacent faire lien aveccertain notion statistique illustrer exemple
346	Revue des Nouvelles Technologies de l'Information	EGC	2014	"LOCAL-GENERATOR : ""diviser pour régner"" pour l'extraction des traverses minimales d'un hypergraphe"	Du fait qu'elles apportent des solutions dans de nombreuses applications,les traverses minimales des hypergraphes ne cessent de susciter l'intérêt dela communauté scientifique et le développement d'algorithmes pour les calculer.Dans cet article, nous présentons une nouvelle approche pour l'optimisation del'extraction des traverses minimales basée sur les notions d'hypergraphe partielet de traverses minimales locales selon une stratégie diviser pour régner. Nousintroduisons aussi un nouvel algorithme, appelé LOCAL-GENERATOR pour lecalcul des traverses minimales. Les expérimentations effectuées sur divers jeuxde données ont montré l'intérêt de notre approche, notamment sur les hypergraphesayant un nombre de transversalité élevé et renfermant un nombre trèsimportant de traverses minimales.	M. Nidhal Jelassi, Christine Largeron, Sadok Ben Yahia	http://editions-rnti.fr/render_pdf.php?p1&p=1001935	http://editions-rnti.fr/render_pdf.php?p=1001935	faire apporter solution dan applicationsle travers minimal hypergraphe cesser susciter lintérêt dela communauté scientifique développement dalgorithme calculerdan article présenter approcher loptimisation delextraction traverse minimal baser notion dhypergraph partielet traverse minimal local stratégie diviser régner nousintroduison nouvel algorithme appeler LOCALGENERATOR lecalcul traverse minimal expérimentation effectuer jeuxde donner montrer lintérêt approcher hypergraphesayer nombre transversalité élever renfermer nombre trèsimporter traverse minimal
347	Revue des Nouvelles Technologies de l'Information	EGC	2014	Méthodologie 3-way d'extraction d'un modèle articulatoire de la parole à partir des données d'un locuteur	Pour parler, le locuteur met en mouvement un ensemble complexed'articulateurs : la mâchoire qu'il ouvre plus ou moins, la langue à laquelle ilfait prendre de nombreuses formes et positions, les lèvres qui lui permettent delaisser l'air s'échapper plus ou moins brutalement, etc. Le modèle articulatoirele plus connu est celui de Maeda (1990), obtenu à partir d'Analyses en ComposantesPrincipales faites sur les tableaux de coordonnées des points des articulateursd'un locuteur en train de parler. Nous proposons ici une analyse 3-way dumême type de données, après leur transformation en tableaux de distances. Nousvalidons notre modèle par la prédiction des sons prononcés, qui s'avère presqueaussi bonne que celle du modèle acoustique, et même meilleure quand on prenden compte la co-articulation.	Martine Cadot, Yves Laprie	http://editions-rnti.fr/render_pdf.php?p1&p=1001985	http://editions-rnti.fr/render_pdf.php?p=1001985	Pour locuteur mettre mouvement ensemble complexedarticulateur   mâchoire quil ouvrir plaire langue ilfer prendre forme position lèvre luire permettre delaisser lair séchapper plaire brutalement modeler articulatoirele plaire connaître Maeda 1990 obtenir partir danalyse composantesprincipal faite tableau coordonnée point articulateursdun locuteur train proposer analyser 3way dumême typer donnée transformation tableau distance nousvalidon modeler prédiction prononcer savère presqueaussi modeler acoustique meilleur prenden compter coarticulation
348	Revue des Nouvelles Technologies de l'Information	EGC	2014	Mining the Crowd	Harnessing a crowd of Web users for data collection has recently become a wide-spreadphenomenon. A key challenge is that the human knowledge forms an open world and it is thusdifficult to know what kind of information we should be looking for. Classic databases haveaddressed this problem by data mining techniques that identify interesting data patterns. Thesetechniques, however, are not suitable for the crowd. This is mainly due to properties of thehuman memory, such as the tendency to remember simple trends and summaries rather thanexact details. Following these observations, we develop here a novel model for crowd mining.We will consider in the talk the logical, algorithmic, and methodological foundations neededfor such a mining process, as well as the applications that can benefit from the knowledgemined from crowd.	Tova Milo	http://editions-rnti.fr/render_pdf.php?p1&p=1001908	http://editions-rnti.fr/render_pdf.php?p=1001908	Harnessing crowd of Web user for dater collection has recently become widespreadphenomenon key challenge is that the human knowledge form an open world and it is thusdifficult to know what kind of information we should be looking for Classic databas haveaddressed this problem by dater mining technique that identify interesting dater patterns thesetechniques however are not suitabl for the crowd This is mainly to propertie of thehuman memory such the tendency to remember simple trend and summari rather thanexact details Following thes observation we develop her novel model for crowd miningw will consider in the talk the logical algorithmic and methodological foundation neededfor such mining process well the application that can benefit from the knowledgemined from crowd
349	Revue des Nouvelles Technologies de l'Information	EGC	2014	Modélisation de trajectoires cible/caméra : requêtes spatio-temporelles dans le cadre de la videosurveillance	Le nombre de caméras de vidéosurveillance installées dans le monde augmente chaquejour. En France, le système de la RATP déployé sur Paris comprend 9000 caméras fixes et19000 mobiles. Lors de faits particuliers (e.g., agressions, vols), les opérateurs de vidéo surveillancese basent sur les indications spatiales et temporelles de la victime et sur leur connaissancede la localisation des caméras pour sélectionner les contenus intéressants pour l'enquête.Deux grands problèmes peuvent alors survenir : (1) le temps de réponse est long (jusqu'à plusieursjours de traitement) et (2) un risque important de perte de résultats à cause d'une mauvaiseconnaissance du terrain (appel à des opérateurs extérieurs). Le but de notre recherche estde définir des outils d'assistance aux opérateurs qui puissent, à partir d'une trajectoire donnée,sélectionner de façon automatique les caméras pertinentes par rapport à la requête.	Dana Codreanu, André Péninou, Florence Sedes	http://editions-rnti.fr/render_pdf.php?p1&p=1001982	http://editions-rnti.fr/render_pdf.php?p=1001982	nombre caméra vidéosurveillance installer dan monder augmenter chaquejour En France système ratp déployer Paris comprendre 9000 caméra fixe et19000 mobile eg agression vol opérateur vidéo surveillancese baser indication spatiale temporel victime connaissancede localisation caméra sélectionner contenu intéressant lenquêtedeux grand problème pouvoir survenir   1 temps réponse long jusquà plusieursjour traitement 2 risquer importer perte résultat causer dune mauvaiseconnaissance terrain appel opérateur extérieur boire rechercher estde définir outil dassistance opérateur pouvoir partir dune trajectoire donnéesélectionner automatique caméra pertinent rapport requête
350	Revue des Nouvelles Technologies de l'Information	EGC	2014	Motifs récursifs : extraction ascendante hiérarchique d'ensembles d'items ou d'évènements pour le résumé de données transactionnelles ou séquentielles	Nous proposons une méthode originale pour extraire un résumé compact,représentatif et intelligible des motifs fréquents dans des données transactionnellesou séquentielles. Notre approche consiste à extraire un nouveau typede motifs que nous appelons motifs récursifs, i.e. des motifs de motifs, à l'aided'un algorithme hiérarchique agglomératif nommé RepaMiner. Nous généronsnon pas un simple ensemble de motifs mais une véritable structure dérivée dedendrogrammes, le RPgraph.	Julien Blanchard	http://editions-rnti.fr/render_pdf.php?p1&p=1001956	http://editions-rnti.fr/render_pdf.php?p=1001956	proposer méthode original extraire résumer compactreprésentatif intelligible motif fréquent dan donnée transactionnellesou séquentiel approcher consister extraire typede motif appeler motif récursif ie motif motif laidedun algorithm hiérarchique agglomératif nommer repaminer généronsnon simple ensemble motif véritable structurer dérivé dedendrogramme rpgraph
